repo_name,path,f0_
winsvega/solidity,test/libsolidity/syntaxTests/inlineAssembly/two_stack_slots.sol,f()
bobsummerwill/solidity,test/libsolidity/syntaxTests/inlineAssembly/two_stack_slots.sol,f()
misrab/gethools,testdata/imp1.sol,b()
mixbytes/storiqa_ico,contracts/crowdsale/InvestmentAnalytics.sol,"AnalyticProxy();InvestmentAnalytics();createMorePaymentChannelsInternal(uint limit);iaInvestedBy(address investor);iaOnInvested(address /*investor*/, uint /*payment*/, bool /*usingPaymentChannel*/);paymentChannelsCount();readAnalyticsMap();readPaymentChannels()"
Storiqa/ico_smart_contract,contracts/crowdsale/InvestmentAnalytics.sol,"AnalyticProxy();InvestmentAnalytics();createMorePaymentChannelsInternal(uint limit);iaInvestedBy(address investor);iaOnInvested(address /*investor*/, uint /*payment*/, bool /*usingPaymentChannel*/);paymentChannelsCount();readAnalyticsMap();readPaymentChannels()"
ethereum/solidity,test/libsolidity/semanticTests/viaYul/delete.sol,internal_func();call_internal_func();call_deleted_internal_func()
sc-forks/solidity-coverage,test/sources/solidity/contracts/statements/type-keyword.sol,setOwner(address _owner);destroy(address payable recipient)
bdbi/ERC20-simple-marketplace,contracts/marketplace/SimpleMarketplace.sol,"createNewTrade(address _token, uint256 _amount, uint256 _price);withdraw();tokenRecovery(address _token, address _recipient, uint256 _amount);tokenRecoveryFromTrade(address _trade, address _token, address _recipient, uint256 _amount)"
trust-tech/go-trustmachine,contracts/ens/contract/ens.sol,"ENS(address owner);owner(bytes32 node);resolver(bytes32 node);setOwner(bytes32 node, address owner);setSubnodeOwner(bytes32 node, bytes32 label, address owner);setResolver(bytes32 node, address resolver);FIFSRegistrar(address ensAddr, bytes32 node);register(bytes32 subnode, address owner);has(bytes32 node, bytes32 kind);addr(bytes32 node);content(bytes32 node);PublicResolver(address ensAddr);has(bytes32 node, bytes32 kind);addr(bytes32 node);content(bytes32 node);setAddr(bytes32 node, address addr);setContent(bytes32 node, bytes32 hash)"
ethereum/solidity,test/libsolidity/syntaxTests/iceRegressionTests/calling_external_function_via_parameter_with_invalid_type.sol,""
Spreadway/core,DAO-develop/DAO.sol,"vote(uint _proposalID, bool _supportsProposal);newContract(address _newContract);changeAllowedRecipients(address _recipient, bool _allowed);changeProposalDeposit(uint _proposalDeposit);halveMinQuorum();numberOfProposals();getOrModifyBlocked(address _account);unblockMe();vote(uint _proposalID, bool _supportsProposal);unVote(uint _proposalID);unVoteAll();verifyPreSupport(uint _proposalID);closeProposal(uint _proposalID);withdraw();newContract(address _newContract);changeProposalDeposit(uint _proposalDeposit);changeAllowedRecipients(address _recipient, bool _allowed);actualBalance();minQuorum(uint _value);halveMinQuorum();numberOfProposals();getOrModifyBlocked(address _account);unblockMe()"
slockit/DAO,DAO.sol,"vote(uint _proposalID, bool _supportsProposal);newContract(address _newContract);changeAllowedRecipients(address _recipient, bool _allowed);changeProposalDeposit(uint _proposalDeposit);halveMinQuorum();numberOfProposals();getOrModifyBlocked(address _account);unblockMe();vote(uint _proposalID, bool _supportsProposal);unVote(uint _proposalID);unVoteAll();verifyPreSupport(uint _proposalID);closeProposal(uint _proposalID);withdraw();newContract(address _newContract);changeProposalDeposit(uint _proposalDeposit);changeAllowedRecipients(address _recipient, bool _allowed);actualBalance();minQuorum(uint _value);halveMinQuorum();numberOfProposals();getOrModifyBlocked(address _account);unblockMe()"
ashellwig/Ethereum-Mutual-Fund,DAO.sol,"vote(uint _proposalID, bool _supportsProposal);newContract(address _newContract);changeAllowedRecipients(address _recipient, bool _allowed);changeProposalDeposit(uint _proposalDeposit);halveMinQuorum();numberOfProposals();getOrModifyBlocked(address _account);unblockMe();vote(uint _proposalID, bool _supportsProposal);unVote(uint _proposalID);unVoteAll();verifyPreSupport(uint _proposalID);closeProposal(uint _proposalID);withdraw();newContract(address _newContract);changeProposalDeposit(uint _proposalDeposit);changeAllowedRecipients(address _recipient, bool _allowed);actualBalance();minQuorum(uint _value);halveMinQuorum();numberOfProposals();getOrModifyBlocked(address _account);unblockMe()"
zchn/ethereum-analyzer,examples/slockit/DAO.sol,"vote(uint _proposalID, bool _supportsProposal);newContract(address _newContract);changeAllowedRecipients(address _recipient, bool _allowed);changeProposalDeposit(uint _proposalDeposit);halveMinQuorum();numberOfProposals();getOrModifyBlocked(address _account);unblockMe();vote(uint _proposalID, bool _supportsProposal);unVote(uint _proposalID);unVoteAll();verifyPreSupport(uint _proposalID);closeProposal(uint _proposalID);withdraw();newContract(address _newContract);changeProposalDeposit(uint _proposalDeposit);changeAllowedRecipients(address _recipient, bool _allowed);actualBalance();minQuorum(uint _value);halveMinQuorum();numberOfProposals();getOrModifyBlocked(address _account);unblockMe()"
ethereum/solidity,test/libsolidity/semanticTests/uninitializedFunctionPointer/storeInConstructor.sol,f()
federicobond/solidity-antlr4,test.sol,"f(uint a, uint b);g(uint c);f();fun(uint256 a);f();f();f();f();f();fun();fun();fun();fun();fun();f(ufixed x, fixed32x32 y);fun(uint256 a);functionName(bytes20 arg1, address addr);fun(uint256 a);x();fun(uint256 a);fun(uint256 a);fun(uint256 a);fun(uint256 a);functionName(bytes32 input);fun(uint256 a);fun();f();f();test();f();f(uint[] constant x, uint[] memory y);f();f();g();fun();fun();fun();fun();foo(uint a);bar(string a, string b);fun();f();functionName();fun(int256 a);fun(uint a);fun(uint a, uint b);fun();functionName(bytes32 input);fun();f();fun();f();f();fun(uint256 a);fun(uint256 a);f();f_priv();f_public();f_internal();fun(uint256 a);f(x);f();g();f();f();foo();_finalization()"
solidityj/solidity-antlr4,test.sol,"f(uint a, uint b);g(uint c);f();fun(uint256 a);f();f();f();f();f();fun();fun();fun();fun();fun();f(ufixed x, fixed32x32 y);fun(uint256 a);functionName(bytes20 arg1, address addr);fun(uint256 a);x();fun(uint256 a);fun(uint256 a);fun(uint256 a);fun(uint256 a);functionName(bytes32 input);fun(uint256 a);fun();f();f();test();f();f(uint[] constant x, uint[] memory y);f();f();g();fun();fun();fun();fun();foo(uint a);bar(string a, string b);fun();f();functionName();fun(int256 a);fun(uint a);fun(uint a, uint b);fun();functionName(bytes32 input);fun();f();fun();f();f();fun(uint256 a);fun(uint256 a);f();f_priv();f_public();f_internal();fun(uint256 a);f(x);f();g();f();f();foo();_finalization()"
sonm-io/core,blockchain/source/contracts/MultiSigWallet.sol,"MultiSigWallet(address[] _owners, uint _required);addOwner(address owner);removeOwner(address owner);replaceOwner(address owner, address newOwner);changeRequirement(uint _required);submitTransaction(address destination, uint value, bytes data);confirmTransaction(uint transactionId);revokeConfirmation(uint transactionId);executeTransaction(uint transactionId);external_call(address destination, uint value, uint dataLength, bytes data);isConfirmed(uint transactionId);addTransaction(address destination, uint value, bytes data);getConfirmationCount(uint transactionId);getTransactionCount(bool pending, bool executed);getOwners();getConfirmations(uint transactionId);getTransactionIds(uint from, uint to, bool pending, bool executed)"
smartexio/smartex-contracts,SmartexFundManager.sol,"SmartexFundsManager();addShareholder(address payoutAccount, uint shares);payDividends(uint startOffset, uint stopOffset, uint value);payDividend(uint shareholderId, uint value);sweep(address _to);advSend(address _to, uint _value, bytes _data)"
coder-forge/chain-forge,contracts/Forge.sol,Forge();getBalance();payOrganizer();setName(bytes32 name);setOrganiser(address organiser);setUrl(bytes32 url);kill()
ethereum/solidity,test/libsolidity/semanticTests/inheritance/super_in_constructor_assignment.sol,f();f();f();f()
LykkeCity/EthereumApiDotNetCore,src/ContractBuilder/contracts/ethTransferContract.sol,EthTransferContract(address coinAdapterAddress);cashin()
daostack/daostack,contracts/controller/Avatar.sol,"genericCall(address _contract, bytes memory _data, uint256 _value);sendEther(uint256 _amountInWei, address payable _to);externalTokenTransfer(IERC20 _externalToken, address _to, uint256 _value);externalTokenApproval(IERC20 _externalToken, address _spender, uint256 _value);metaData(string memory _metaData)"
orbro/eth-enablers,DAO-develop/ManagedAccount.sol,"payOut(address _recipient, uint _amount);ManagedAccount(address _owner, bool _payOwnerOnly);payOut(address _recipient, uint _amount)"
gleim/DAO,ManagedAccount.sol,"payOut(address _recipient, uint _amount);ManagedAccount(address _owner, bool _payOwnerOnly);payOut(address _recipient, uint _amount)"
Lunyr/crowdsale-contracts,contracts/LunyrToken.sol,"upgradeFrom(address _from, uint256 _value);LUNVault(address _lunyrMultisig);unlock();balanceOf(address who);transfer(address to, uint256 value);transferFrom(address from, address to, uint value);approve(address spender, uint256 value);allowance(address owner, address spender);upgrade(uint256 value);setUpgradeAgent(address agent);setUpgradeMaster(address master);setMultiSigWallet(address newWallet);create();finalizeCrowdfunding();refund();getState()"
winsvega/solidity,test/libsolidity/syntaxTests/fallback/view_modifier.sol,""
ethereum/solidity,test/libsolidity/syntaxTests/functionTypes/call_value_library_function.sol,value(function();f()
winsvega/solidity,test/libsolidity/semanticTests/viaYul/delete.sol,internal_func();call_internal_func();call_deleted_internal_func()
bobsummerwill/solidity,test/libsolidity/semanticTests/viaYul/delete.sol,internal_func();call_internal_func();call_deleted_internal_func()
zchn/ethereum-analyzer,examples/co2.unica.it/ethereum/GaslessSend_42.sol,"pay(uint n, address d);a();b();c();d();e();f();g();h();i();k();j();l();m();n();o();p();q();r();s();t();u();v();w();x();y();z()"
orbro/eth-enablers,etherPotLotto.sol,"getBlocksPerRound();getTicketPrice();getRoundIndex();getIsCashed(uint roundIndex,uint subpotIndex);calculateWinner(uint roundIndex, uint subpotIndex);getDecisionBlockNumber(uint roundIndex,uint subpotIndex);getSubpotsCount(uint roundIndex);getSubpot(uint roundIndex);cash(uint roundIndex, uint subpotIndex);getHashOfBlock(uint blockIndex);getBuyers(uint roundIndex,address buyer);getTicketsCountByBuyer(uint roundIndex,address buyer);getPot(uint roundIndex)"
DRI-project/RICO,contracts/MultiSigWallet.sol,"MultiSigWallet(address[] _owners, uint _required);addOwner(address owner);removeOwner(address owner);replaceOwner(address owner, address newOwner);changeRequirement(uint _required);submitTransaction(address destination, uint value, bytes data);confirmTransaction(uint transactionId);revokeConfirmation(uint transactionId);executeTransaction(uint transactionId);isConfirmed(uint transactionId);addTransaction(address destination, uint value, bytes data);getConfirmationCount(uint transactionId);getTransactionCount(bool pending, bool executed);getOwners();getConfirmations(uint transactionId);getTransactionIds(uint from, uint to, bool pending, bool executed)"
ethereum/btcrelay,test/headerSubmitter.sol,"storeBlockHeader(bytes blockHeaderBytes);storeBlockWithFee(bytes blockHeaderBytes, int256 fee);storeHeader(bytes header, address btcrelayAddr);storeHeaderWithFee(bytes header, int256 fee, address btcrelayAddr)"
silasdavis/eris-db,tests/jobs_fixtures/app37-fallback_function/fallback.sol,""
silasdavis/burrow,tests/jobs_fixtures/app37-fallback_function/fallback.sol,""
eris-ltd/eris-db,tests/jobs_fixtures/app37-fallback_function/fallback.sol,""
winsvega/solidity,test/libsolidity/semanticTests/uninitializedFunctionPointer/store2.sol,run();z()
glenngillen/dotfiles,.vscode/extensions/juanblanco.solidity-0.0.120/node_modules/solparse-exp-jb/test/doc_examples.sol,"f();c();test(uint class);getChoice();Base(uint i);Derived(uint i);blah();f(uint x, uint y);f(uint x, uint y);g(uint pos);setData(uint pos, uint value);getData(uint pos);sendHalf(address addr);bar(uint[] memory self, function (uint);f(uint[][] calldata x);insert(data storage self, uint value);remove(data storage self, uint value);contains(data storage self, uint value);iterate_start(data storage self);iterate_valid(data storage self, uint index);iterate_advance(data storage self, uint index);iterate_get(data storage self, uint index);insert(uint v);sum();DualIndex();set(uint key1, uint key2, uint value);transfer_ownership(address _admin);lookup(uint key1, uint key2);functionCallWithValue(address target, bytes memory data, uint256 value, string memory errorMessage);something();sum(uint[] storage self);someFunction();fun();at(address _addr);test();get();foobar();bax();foobar();foo();bar(lorem, ipsum, dollar, quote);axe();baxe(a, bc, def, ghij);returnNumber(uint number);alloc();ham(S storage s1, uint[] storage arr);getMyTuple();abstain();foobar();foobar();a();bar(address);dell(function(int a, bool bcd);foo()"
glenngillen/dotfiles,.vscode/extensions/juanblanco.solidity-0.0.119/node_modules/solparse-exp-jb/test/doc_examples.sol,"f();c();test(uint class);getChoice();Base(uint i);Derived(uint i);blah();f(uint x, uint y);f(uint x, uint y);g(uint pos);setData(uint pos, uint value);getData(uint pos);sendHalf(address addr);bar(uint[] memory self, function (uint);f(uint[][] calldata x);insert(data storage self, uint value);remove(data storage self, uint value);contains(data storage self, uint value);iterate_start(data storage self);iterate_valid(data storage self, uint index);iterate_advance(data storage self, uint index);iterate_get(data storage self, uint index);insert(uint v);sum();DualIndex();set(uint key1, uint key2, uint value);transfer_ownership(address _admin);lookup(uint key1, uint key2);functionCallWithValue(address target, bytes memory data, uint256 value, string memory errorMessage);something();sum(uint[] storage self);someFunction();fun();at(address _addr);test();get();foobar();bax();foobar();foo();bar(lorem, ipsum, dollar, quote);axe();baxe(a, bc, def, ghij);returnNumber(uint number);alloc();ham(S storage s1, uint[] storage arr);getMyTuple();abstain();foobar();foobar();a();bar(address);dell(function(int a, bool bcd);foo()"
nipunn1313/parity,js/src/contracts/snippets/wallet.sol,"multiowned(address[] _owners, uint _required);revoke(bytes32 _operation);changeOwner(address _from, address _to);addOwner(address _owner);removeOwner(address _owner);changeRequirement(uint _newRequired);getOwner(uint ownerIndex);isOwner(address _addr);hasConfirmed(bytes32 _operation, address _owner);confirmAndCheck(bytes32 _operation);reorganizeOwners();clearPending();daylimit(uint _limit);setDailyLimit(uint _newLimit);resetSpentToday();underLimit(uint _value);today();execute(address _to, uint _value, bytes _data);confirm(bytes32 _h);Wallet(address[] _owners, uint _required, uint _daylimit);kill(address _to);execute(address _to, uint _value, bytes _data);create(uint _value, bytes _code);confirm(bytes32 _h);clearPending()"
destenson/ethcore--parity,js-old/src/contracts/snippets/wallet.sol,"multiowned(address[] _owners, uint _required);revoke(bytes32 _operation);changeOwner(address _from, address _to);addOwner(address _owner);removeOwner(address _owner);changeRequirement(uint _newRequired);getOwner(uint ownerIndex);isOwner(address _addr);hasConfirmed(bytes32 _operation, address _owner);confirmAndCheck(bytes32 _operation);reorganizeOwners();clearPending();daylimit(uint _limit);setDailyLimit(uint _newLimit);resetSpentToday();underLimit(uint _value);today();execute(address _to, uint _value, bytes _data);confirm(bytes32 _h);Wallet(address[] _owners, uint _required, uint _daylimit);kill(address _to);execute(address _to, uint _value, bytes _data);create(uint _value, bytes _code);confirm(bytes32 _h);clearPending()"
Cryptonomica/cryptonomica,src/main/webapp/app/ethidtokens/EthID2.sol,"add(uint256 a, uint256 b);sub(uint256 a, uint256 b);mul(uint256 a, uint256 b);div(uint256 a, uint256 b);mod(uint256 a, uint256 b);onTokenTransfer(address from, uint256 amount, bytes calldata data);tokenFallback(address _from, uint _value, bytes calldata _data);changeOwnerStart(address payable _newOwner);changeOwnerAccept();takeIncomeShare(uint256 valueInTokens);withdrawAllByOwner();transferFrom(address _from, address _to, uint256 _value);transfer(address _to, uint256 _value);transfer(address _to, uint _value, bytes calldata _data);transferAndCall(address _to, uint256 _value, bytes memory _extraData);transferAllAndCall(address _to, bytes calldata _extraData);approve(address _spender, uint256 _value);approve(address _spender, uint256 _currentValue, uint256 _value);approveAndCall(address _spender, uint256 _value, bytes memory _extraData);approveAllAndCall(address _spender, bytes calldata _extraData)"
SwapyNetwork/swapy-exchange-protocol,test/TestInvestmentAsset_marketplace.sol,shouldThrow(bool result);testUnavailableActionsWhenInvested();testOnlyInvestorCanPutOnSale();testInvestorCanPutOnSale();testUnavailableActionsWhenOnSale();testOnlyInvestorCanRemoveOnSale();testInvestorCanRemoveOnSale();testBuyerAddressMustBeValid();testUserCanBuyAsset();testUnavailableActionsWhenPendingSale();testOnlyBuyerCanCancelPurchase();testBuyerCanCancelPurchase();testOnlyInvestorCanRefusePurchase();testInvestorCanRefusePurchase();testOnlyInvestorCanAcceptSale();testInvestorCanAcceptSale();withdrawFunds(address _asset)
WeTrustPlatform/rosca-contracts,contracts/test/TestReEntryAttack.sol,setRoscaAddress(address ROSCAContract_);withdrawTwice();contribute();bid(uint256 bid);startRound()
bobsummerwill/solidity,test/libsolidity/syntaxTests/receiveEther/old_syntax.sol,""
transmute-industries/eth-faucet,contracts/FaucetManager.sol,"FaucetManager();getFaucetByCreator();getFaucetByName(string _name);getFaucets();createFaucet(string _name);requestAccess(address _faucetAddress, address _requestorAddress );authorizeAccess(address _faucetAddress, address _requestorAddress);revokeAccess(address _faucetAddress, address _requestorAddress);killFaucet(address _address, string _name, address _creator)"
pz7/liquet,contracts/lottery/LiquetLottery.sol,"LiquetLottery();bet(uint a, uint b, uint c, uint d, uint e, uint f)"
winsvega/solidity,test/compilationTests/MultiSigWallet/MultiSigWallet.sol,"addOwner(address owner);removeOwner(address owner);replaceOwner(address owner, address newOwner);changeRequirement(uint _required);submitTransaction(address destination, uint value, bytes memory data);confirmTransaction(uint transactionId);revokeConfirmation(uint transactionId);executeTransaction(uint transactionId);isConfirmed(uint transactionId);addTransaction(address destination, uint value, bytes memory data);getConfirmationCount(uint transactionId);getTransactionCount(bool pending, bool executed);getOwners();getConfirmations(uint transactionId);getTransactionIds(uint from, uint to, bool pending, bool executed)"
ethereum/solidity,test/libsolidity/syntaxTests/abiEncoder/v2_call_to_v2_library_function_pointer_accepting_struct.sol,get(Item memory _item);foo()
ethereum/dapp-bin,wallet/wallet.sol,"multiowned(address[] _owners, uint _required);revoke(bytes32 _operation);changeOwner(address _from, address _to);addOwner(address _owner);removeOwner(address _owner);changeRequirement(uint _newRequired);getOwner(uint ownerIndex);isOwner(address _addr);hasConfirmed(bytes32 _operation, address _owner);confirmAndCheck(bytes32 _operation);reorganizeOwners();clearPending();daylimit(uint _limit);setDailyLimit(uint _newLimit);resetSpentToday();underLimit(uint _value);today();changeOwner(address _from, address _to);execute(address _to, uint _value, bytes _data);confirm(bytes32 _h);Wallet(address[] _owners, uint _required, uint _daylimit);kill(address _to);execute(address _to, uint _value, bytes _data);confirm(bytes32 _h);clearPending()"
hedgepigdaniel/gnomocracy,src/contracts/wallet.sol,"multiowned(address[] _owners, uint _required);revoke(bytes32 _operation);changeOwner(address _from, address _to);addOwner(address _owner);removeOwner(address _owner);changeRequirement(uint _newRequired);getOwner(uint ownerIndex);isOwner(address _addr);hasConfirmed(bytes32 _operation, address _owner);confirmAndCheck(bytes32 _operation);reorganizeOwners();clearPending();daylimit(uint _limit);setDailyLimit(uint _newLimit);resetSpentToday();underLimit(uint _value);today();changeOwner(address _from, address _to);execute(address _to, uint _value, bytes _data);confirm(bytes32 _h);Wallet(address[] _owners, uint _required, uint _daylimit);kill(address _to);execute(address _to, uint _value, bytes _data);confirm(bytes32 _h);clearPending()"
whachoe/eth_tutorial_game,contracts/DiceGame.sol,DiceGame();guessNumber(uint guess);reset();setMinimumBet(uint newMinimumBet);destroy()
BeBlockTech/Anemoi,BeBlock-Master/WePowerPresaleContractAudit-master/contracts/MultiSigWallet.sol,"MultiSigWallet(address[] _owners, uint _required);addOwner(address owner);removeOwner(address owner);replaceOwner(address owner, address newOwner);changeRequirement(uint _required);submitTransaction(address destination, uint value, bytes data);confirmTransaction(uint transactionId);revokeConfirmation(uint transactionId);executeTransaction(uint transactionId);isConfirmed(uint transactionId);addTransaction(address destination, uint value, bytes data);getConfirmationCount(uint transactionId);getTransactionCount(bool pending, bool executed);getOwners();getConfirmations(uint transactionId);getTransactionIds(uint from, uint to, bool pending, bool executed)"
adklempner/automte-exchange-contracts,contracts/MultiSigWallet.sol,"MultiSigWallet(address[] _owners, uint _required);addOwner(address owner);removeOwner(address owner);replaceOwner(address owner, address newOwner);changeRequirement(uint _required);submitTransaction(address destination, uint value, bytes data);confirmTransaction(uint transactionId);revokeConfirmation(uint transactionId);executeTransaction(uint transactionId);isConfirmed(uint transactionId);addTransaction(address destination, uint value, bytes data);getConfirmationCount(uint transactionId);getTransactionCount(bool pending, bool executed);getOwners();getConfirmations(uint transactionId);getTransactionIds(uint from, uint to, bool pending, bool executed)"
winsvega/solidity,test/libsolidity/syntaxTests/functionTypes/warn_function_type_parameters_with_names.sol,""
bobsummerwill/solidity,test/libsolidity/syntaxTests/functionTypes/warn_function_type_parameters_with_names.sol,""
benjaminion/solidity,test/libsolidity/syntaxTests/functionTypes/warn_function_type_parameters_with_names.sol,""
ethereum/solidity,test/libsolidity/syntaxTests/parsing/mapping_and_array_of_functions.sol,""
winsvega/solidity,test/libsolidity/syntaxTests/functionTypes/external_function_type_returning_internal.sol,""
bobsummerwill/solidity,test/libsolidity/syntaxTests/functionTypes/external_function_type_returning_internal.sol,""
benjaminion/solidity,test/libsolidity/syntaxTests/functionTypes/external_function_type_returning_internal.sol,""
Braveno/cosigner,cosigner-ethereum-token-storage/SolidityContracts/Old/EthStorageContract.sol,"calculateTxHash();calculateHash(address[] hashTransactions, uint[] hashValues);calculateAdminTxHash();confirmTransactionSig();confirmTransaction();confirmAdminTx(uint nonce);ownerIndexBit(address addr);getNonce();getSecurityValue();isOwner(address addr);getOwners();min(uint val1, uint val2);max(uint val1, uint val2);balanceOf(address _owner);totalSupply();freezeContract(bool freeze, uint nonce, uint8[] sigV, bytes32[] sigR, bytes32[] sigS);deleteContract(uint nonce, uint8[] sigV, bytes32[] sigR, bytes32[] sigS);deposit(address _to);revoke(bytes32 _operation);clearPending();transfer(address _from, address _to, uint _value);transfer(address _to, uint _value);confirm(bytes32 _h);confirmAndCheck(bytes32 _operation);topUp()"
EMAXio/cosigner,cosigner-ethereum-token-storage/SolidityContracts/Old/EthStorageContract.sol,"calculateTxHash();calculateHash(address[] hashTransactions, uint[] hashValues);calculateAdminTxHash();confirmTransactionSig();confirmTransaction();confirmAdminTx(uint nonce);ownerIndexBit(address addr);getNonce();getSecurityValue();isOwner(address addr);getOwners();min(uint val1, uint val2);max(uint val1, uint val2);balanceOf(address _owner);totalSupply();freezeContract(bool freeze, uint nonce, uint8[] sigV, bytes32[] sigR, bytes32[] sigS);deleteContract(uint nonce, uint8[] sigV, bytes32[] sigR, bytes32[] sigS);deposit(address _to);revoke(bytes32 _operation);clearPending();transfer(address _from, address _to, uint _value);transfer(address _to, uint _value);confirm(bytes32 _h);confirmAndCheck(bytes32 _operation);topUp()"
EMAXio/heimdal,cosigner-ethereum-token-storage/SolidityContracts/Old/EthStorageContract.sol,"calculateTxHash();calculateHash(address[] hashTransactions, uint[] hashValues);calculateAdminTxHash();confirmTransactionSig();confirmTransaction();confirmAdminTx(uint nonce);ownerIndexBit(address addr);getNonce();getSecurityValue();isOwner(address addr);getOwners();min(uint val1, uint val2);max(uint val1, uint val2);balanceOf(address _owner);totalSupply();freezeContract(bool freeze, uint nonce, uint8[] sigV, bytes32[] sigR, bytes32[] sigS);deleteContract(uint nonce, uint8[] sigV, bytes32[] sigR, bytes32[] sigS);deposit(address _to);revoke(bytes32 _operation);clearPending();transfer(address _from, address _to, uint _value);transfer(address _to, uint _value);confirm(bytes32 _h);confirmAndCheck(bytes32 _operation);topUp()"
KayinCheung/KayinCheung.github.io,EscrowMyEtherEntityDB.sol,"EscrowMyEtherEntityDB();registerBuyer(string _name, string _info);registerSeller(string _name, string _info);registerEscrow(string _name, string _info);getBuyerFullInfo(address buyerAddress);getSellerFullInfo(address sellerAddress);getEscrowFullInfo(address escrowAddress)"
FedCoup/FedCoup,installed_contracts/zeppelin/contracts/ownership/HasNoEther.sol,HasNoEther();reclaimEther()
aragon/aragon-core,contracts/test/helpers/ThrowProxy.sol,assertThrows(string _msg);assertItDoesntThrow(string _msg);execute()
trailofbits/manticore,examples/evm/simple_multi_func.sol,Test()
montyly/manticore,examples/evm/simple_multi_func.sol,Test()
ethereum/solidity,test/libsolidity/smtCheckerTests/types/function_type_members.sol,f(function(uint)
Storiqa/ico_smart_contract,contracts/STQCrowdsale.sol,"STQCrowdsale(address[] _owners, address _token, address _funds, address _teamTokens);buy();iaOnInvested(address investor, uint payment, bool usingPaymentChannel);pause();unpause();fail();setToken(address _token);setFundsRegistry(address _funds);checkTime();distributeBonuses(uint investorsLimit);createMorePaymentChannels(uint limit);finishICO();changeState(IcoState _newState);onSuccess();onFailure();getLargePaymentBonus(uint payment);calcSTQAmount(uint _wei, uint extraBonus);recordInvestment(address investor, uint payment, uint timeBonus);getStartTime();getEndTime();getCurrentTime();getMinFunds();getMaximumFunds();getTotalInvested();getLastMaxInvestments()"
ethereum/solidity,test/libsolidity/semanticTests/abiEncoderV2/cleanup/function.sol,ggg(function();h(S calldata x);dummy();ffff(uint256 a)
bitcoinmeetups/dapp-bin,wallet/wallet2.sol,"multiowned();confirmed(hash _operation);changeOwner(address _from, address _to);addOwner(address _owner);removeOwner(address _owner);changeRequirement(uint _newRequired);isOwner(address _addr);daylimit();setDailyLimit(uint _newLimit);resetSpentToday();underLimit(uint _value);today();changeOwner(address _from, address _to);execute(address _to, uint _value, bytes _data);confirm(hash _h);Wallet();kill(address _to);execute(address _to, uint _value, bytes _data);confirm(hash _h);confirmVerbose(hash _h, address _to, uint _value, bytes _data)"
Vorxil/MarketStake,contracts/Ledger.sol,"addPending(address account, uint amount);removePending(address account, uint amount);addLocked(address account, uint amount);removeLocked(address account, uint amount);addGains(address account, uint amount);removeGains(address account, uint amount);balanceOf(address account);supplyOf(address account);freeSpaceOf(address account);invariant(address account)"
ethereum/solidity,test/libsolidity/syntaxTests/types/function_types/selector/local_variable_selector_not_pure.sol,f()
etherfundme/dapp,contracts/EtherFundMeIssueTokensCrowdfunding.sol,"getState();isGoalReached();invest();finalize();refund();halt();unhalt();addMilestone(uint _start, uint _end, uint _bonus);getCurrentMilestone();balanceOf(address _owner);transfer(address _to, uint _value);transferFrom(address _from, address _to, uint _value);approve(address _spender, uint _value);allowance(address _owner, address _spender)"
mwensveen-nl/solidity-testing,src/test/resources/transaction2.sol,getSender();value()
SmartPool/contracts,Testpool.sol,"keccak_f(uint[25] A);sponge(uint[9] M);Ethash();fnv( uint v1, uint v2 );toBE( uint x );computeLeaf( uint[] dataSetLookup, uint index );computeS( uint header, uint nonceLe );reverseBytes( uint input );next(Iterator memory self);next(Iterator memory self, bool strict);hasNext(Iterator memory self);toRLPItem(bytes memory self);toRLPItem(bytes memory self, bool strict);isNull(RLPItem memory self);isList(RLPItem memory self);isData(RLPItem memory self);isEmpty(RLPItem memory self);items(RLPItem memory self);iterator(RLPItem memory self);toBytes(RLPItem memory self);toData(RLPItem memory self);toList(RLPItem memory self);toAscii(RLPItem memory self);toUint(RLPItem memory self);toBool(RLPItem memory self);toByte(RLPItem memory self);toInt(RLPItem memory self);toAddress(RLPItem memory self);_payloadOffset(RLPItem memory self);_itemLength(uint memPtr);_decode(RLPItem memory self);_copyToBytes(uint btsPtr, bytes memory tgt, uint btsLen);_validate(RLPItem memory self);RLPReaderTest();testItemStrict(bytes rlp);testFirst(bytes rlp);testIsList(bytes rlp);testIsData(bytes rlp);testIsNull(bytes rlp);testIsEmpty(bytes rlp);testItems(bytes rlp);testSubItem(bytes rlp, uint index);testToData(bytes rlp);testToUint(bytes rlp);testToInt(bytes rlp);testToAddress(bytes rlp);testToByte(bytes rlp);testToBool(bytes rlp);_testItem(RLP.RLPItem item);testItem(bytes rlp);getItem(bytes rlp, uint itemIndex);Agt();parseBlockHeader( bytes rlpHeader );TestPool( address[3] _owners );declareNewerVersion();register( address paymentAddress );canRegister(address sender);isRegistered(address sender);getMinerId(address sender);getClaimSeed(address sender);submitClaim( uint numShares, uint difficulty, uint min, uint max, uint augMerkle );setEpochData( uint128[] merkleRoot, uint64[] fullSizeIn128Resultion, uint64[] branchDepth, uint[] epoch );getEpochData( uint epoch );verifyExtraData( bytes32 extraData, bytes32 minerId, uint difficulty );getShareIndex(address sender);setSubsidy( uint factor );doPayment( uint numShares, uint difficulty, address paymentAddress )"
fccoelho/Curso_Blockchain,contracts/ICO/node_modules/openzeppelin-solidity/contracts/Bounty.sol,createTarget();claim(Target _target);deployContract();checkInvariant()
